detail_id,OCC_TITLE,total_emp,a_mean,a_median,h_mean,h_median,broad_id
519012,"Separating, Filtering, Clarifying, Precipitating, and Still Machine Setters, Operators, and Tenders",47160,41450,38360,19.93,18.44,519010
519021,"Crushing, Grinding, and Polishing Machine Setters, Operators, and Tenders",29830,36050,34390,17.33,16.53,519020
519022,"Grinding and Polishing Workers, Hand",26670,30860,28720,14.84,13.81,519020
519023,"Mixing and Blending Machine Setters, Operators, and Tenders",130480,37630,35680,18.09,17.16,519020
519031,"Cutters and Trimmers, Hand",14250,29580,27600,14.22,13.27,519030
519032,"Cutting and Slicing Machine Setters, Operators, and Tenders",61330,34000,32870,16.35,15.80,519030
519041,"Extruding, Forming, Pressing, and Compacting Machine Setters, Operators, and Tenders",71260,34370,32510,16.52,15.63,519040
519051,"Furnace, Kiln, Oven, Drier, and Kettle Operators and Tenders",19520,37600,36040,18.08,17.33,519050
519061,"Inspectors, Testers, Sorters, Samplers, and Weighers",518950,40340,36780,19.40,17.68,519060
519071,Jewelers and Precious Stone and Metal Workers,26480,42310,38200,20.34,18.37,519070
519081,Dental Laboratory Technicians,37110,40760,37680,19.59,18.12,519080
519082,Medical Appliance Technicians,14570,39880,35980,19.18,17.30,519080
519083,Ophthalmic Laboratory Technicians,28570,34220,30640,16.45,14.73,519080
519111,Packaging and Filling Machine Operators and Tenders,386520,30910,28290,14.86,13.60,519110
519121,"Coating, Painting, and Spraying Machine Setters, Operators, and Tenders",85760,34460,32790,16.57,15.76,519120
519122,"Painters, Transportation Equipment",54860,46270,42150,22.25,20.27,519120
519123,"Painting, Coating, and Decorating Workers",15450,32040,30030,15.40,14.44,519120
519141,Semiconductor Processors,24430,37890,35660,18.22,17.15,519140
519151,Photographic Process Workers and Processing Machine Operators,26430,31740,26470,15.26,12.73,519150
519191,Adhesive Bonding Machine Operators and Tenders,16940,34610,32290,16.64,15.53,519190
519192,"Cleaning, Washing, and Metal Pickling Equipment Operators and Tenders",17860,30590,28550,14.71,13.73,519190
519193,Cooling and Freezing Equipment Operators and Tenders,8170,32100,29190,15.43,14.04,519190
519194,Etchers and Engravers,9520,34390,31110,16.54,14.96,519190
519195,"Molders, Shapers, and Casters, Except Metal and Plastic",39450,32590,30610,15.67,14.72,519190
519196,"Paper Goods Machine Setters, Operators, and Tenders",93100,38570,36990,18.54,17.79,519190
519197,Tire Builders,22280,42230,41680,20.30,20.04,519190
519198,Helpers--Production Workers,429890,26930,24830,12.95,11.94,519190
519199,"Production Workers, All Other",251670,32380,28770,15.57,13.83,519190
531011,Aircraft Cargo Handling Supervisors,7460,51900,47360,24.95,22.77,531010
531021,"First-Line Supervisors of Helpers, Laborers, and Material Movers, Hand",183620,50160,47230,24.12,22.71,531020
531031,First-Line Supervisors of Transportation and Material-Moving Machine and Vehicle Operators,202760,59800,57270,28.75,27.54,531030
532011,"Airline Pilots, Copilots, and Flight Engineers",81520,152770,127820,,,532010
532012,Commercial Pilots,38980,86260,77200,,,532010
532021,Air Traffic Controllers,23240,118200,122410,56.83,58.85,532020
532022,Airfield Operations Specialists,8760,52380,48910,25.19,23.51,532020
532031,Flight Attendants,113390,51620,48500,,,532030
533011,"Ambulance Drivers and Attendants, Except Emergency Medical Technicians",17300,25600,23850,12.31,11.46,533010
533021,"Bus Drivers, Transit and Intercity",169680,41780,39790,20.09,19.13,533020
533022,"Bus Drivers, School or Special Client",515020,31110,30150,14.96,14.50,533020
533031,Driver/Sales Workers,426310,28440,22830,13.67,10.98,533030
533032,Heavy and Tractor-Trailer Truck Drivers,1704520,43590,41340,20.96,19.87,533030
533033,Light Truck or Delivery Services Drivers,858710,34790,30580,16.73,14.70,533030
533041,Taxi Drivers and Chauffeurs,188860,26790,24300,12.88,11.68,533040
533099,"Motor Vehicle Operators, All Other",53680,32930,27150,15.83,13.05,533090
534011,Locomotive Engineers,39900,61020,57670,29.34,27.73,534010
534012,Locomotive Firers,1210,63750,58230,30.65,27.99,534010
534013,"Rail Yard Engineers, Dinkey Operators, and Hostlers",4530,52320,50470,25.15,24.27,534010
534021,"Railroad Brake, Signal, and Switch Operators",19860,55320,56570,26.60,27.20,534020
534031,Railroad Conductors and Yardmasters,42880,58220,57480,27.99,27.64,534030
534041,Subway and Streetcar Operators,12350,62380,64680,29.99,31.09,534040
534099,"Rail Transportation Workers, All Other",4470,59480,60420,28.60,29.05,534090
535011,Sailors and Marine Oilers,32530,46170,42060,22.20,20.22,535010
535021,"Captains, Mates, and Pilots of Water Vessels",36720,81520,72680,39.19,34.94,535020
535022,Motorboat Operators,3290,43340,40210,20.84,19.33,535020
535031,Ship Engineers,9750,74120,70570,35.64,33.93,535030
536011,Bridge and Lock Tenders,3510,46680,49090,22.44,23.60,536010
536021,Parking Lot Attendants,146350,23250,21730,11.18,10.45,536020
536031,Automotive and Watercraft Service Attendants,109790,24280,22420,11.67,10.78,536030
536041,Traffic Technicians,6410,48650,45150,23.39,21.71,536040
536051,Transportation Inspectors,27430,72650,72220,34.93,34.72,536050
536061,"Transportation Attendants, Except Flight Attendants",18410,31080,26060,14.94,12.53,536060
536099,"Transportation Workers, All Other",37660,38740,35660,18.63,17.15,536090
537011,Conveyor Operators and Tenders,28590,33870,31410,16.28,15.10,537010
537021,Crane and Tower Operators,45020,55280,52170,26.58,25.08,537020
537031,Dredge Operators,1760,46530,42420,22.37,20.40,537030
537032,Excavating and Loading Machine and Dragline Operators,48320,45230,41030,21.74,19.72,537030
537033,"Loading Machine Operators, Underground Mining",2550,51260,53420,24.65,25.68,537030
537041,Hoist and Winch Operators,2960,50020,42530,24.05,20.45,537040
537051,Industrial Truck and Tractor Operators,542750,34260,32460,16.47,15.61,537050
537061,Cleaners of Vehicles and Equipment,348770,24660,22220,11.85,10.68,537060
537062,"Laborers and Freight, Stock, and Material Movers, Hand",2587900,28720,25980,13.81,12.49,537060
537063,Machine Feeders and Offbearers,88070,30490,28410,14.66,13.66,537060
537064,"Packers and Packagers, Hand",705660,24430,22130,11.74,10.64,537060
537071,Gas Compressor and Gas Pumping Station Operators,3890,59620,60470,28.66,29.07,537070
537072,"Pump Operators, Except Wellhead Pumpers",12030,46270,42470,22.24,20.42,537070
537073,Wellhead Pumpers,11610,50730,49610,24.39,23.85,537070
537081,Refuse and Recyclable Material Collectors,114680,37690,35270,18.12,16.95,537080
537111,Mine Shuttle Car Operators,1590,56370,56450,27.10,27.14,537110
537121,"Tank Car, Truck, and Ship Loaders",10920,39590,35770,19.04,17.20,537120
537199,"Material Moving Workers, All Other",23880,34540,28370,16.61,13.64,537190
